id,panorama_id,text,ocr_yaw,ocr_pitch,ocr_width,ocr_height,lat,lng,heading,pitch,roll
48077577,BjyJzez10qw7fJ5uU7LMvw,0524,47.17,4.1,1.03,0.34,40.62,-74.03,218.33,87.47,1.06
59241101,GOp77y1MZ_enbiLYCkK3Rw,0524,-50.64,-0.28,0.68,0.41,40.7,-73.77,352.75,89.59,1.68
60796101,AsdYFqBKFz_WUVza2Bb9Hg,0524,118.0,1.48,1.23,0.48,40.7,-73.77,171.5,88.91,1.24
61978573,5htSRRIQccd_D8S0uXMEmA,0524,68.6,2.59,1.38,0.48,40.7,-73.77,171.71,89.17,1.66
63558814,NFS8SVtCuuCZZtg8HSwUiA,0524,63.48,-0.48,1.18,0.55,40.76,-73.83,165.45,90.72,1.15
65812825,1VzxQZkt1fBFS2S13ydunw,0524,-70.35,4.44,0.67,0.75,40.78,-73.89,221.91,89.41,358.28
83884484,AF1QipNia5iyniMiGBHIHRlzHlVB5RLdSGO9yLgruTgP,0524,13.93,0.31,1.69,0.76,40.78,-73.9,133.86,90.47,357.54
72788831,CJTnhV3tFDt1dpKz92Xwhw,0524,-74.05,-7.65,3.34,1.85,40.66,-73.81,104.52,89.23,0.44
83915120,PfQOtCVpUj4SlU94oPDfmQ,0524,-155.74,0.34,0.78,0.41,40.78,-73.9,223.52,89.56,359.29
77262381,IINRpM62J3Dm1cbKN51j5Q,0524,138.69,4.72,0.62,0.21,40.71,-73.8,153.63,87.48,3.78
77797519,LwBwWXHi1_631giJu-InXA,0524,-149.62,0.38,0.95,0.48,40.78,-73.89,222.39,90.59,359.65
79541448,RPEkfJHukYjI2F3jlFeiPw,0524,-158.67,0.45,0.69,0.34,40.78,-73.9,223.5,89.69,359.42
81325140,gGH1lCZADhwT2gd1cgj1RQ,0524,-23.24,2.31,0.77,0.34,40.78,-73.89,222.57,89.49,358.9
82396844,GAPe5k9plCHtn5rWZlc7qQ,0524,-78.7,-2.67,1.25,0.62,40.7,-73.77,352.01,90.03,1.65
82920801,-mUhNTqHOx8YInpD6Kgk_w,0524,-147.16,0.97,1.0,0.55,40.78,-73.9,223.62,89.59,359.06
87019979,PiIbdxcB79eOXj4bS6iU8g,0524,-83.54,-11.57,1.5,0.79,40.68,-73.74,25.06,90.07,1.22
88695962,v00Q5HVKSRPm3QVZoN2v0w,0524,-44.83,3.2,1.45,0.62,40.78,-73.89,221.91,89.01,359.13
109538745,S_nD4_q8mTEG8ShaA6-BQw,0524,-44.59,-9.06,0.83,0.61,40.56,-74.19,80.09,94.65,359.84
32276276,-J6cBMdda-JWOaJct2q6yQ,0524,96.64,5.5,1.28,0.41,40.58,-73.94,87.91,88.42,1.91
32365674,RUINGkDOw2wKuYI5ssgs8A,0524,-36.61,-4.72,1.15,0.62,40.63,-73.96,261.07,89.75,0.57
36147568,NDVpUqfzlr-dCyi00W0NcQ,0524,28.08,-18.24,2.04,1.57,40.58,-73.99,351.08,89.78,1.34
38764373,cE3-byRPMe7S8IWgYcZUjQ,0524,-111.29,-8.22,2.14,0.95,40.63,-73.96,261.3,90.1,0.69
44404821,4DRbTAy0-vfC2D9AznBusw,0524,96.93,4.54,1.22,0.41,40.58,-73.94,88.11,89.0,1.2
