id,panorama_id,text,ocr_yaw,ocr_pitch,ocr_width,ocr_height,lat,lng,heading,pitch,roll
44941412,nchDWxkT46hNYG0kc4T5EQ,2350,-87.45,3.31,2.76,1.26,40.6,-73.99,32.83,90.92,358.91
44969088,FmSItL_Tn8K3Y5lNcwQ1fA,2350,85.1,-2.76,0.81,0.41,40.59,-73.98,128.61,88.99,0.42
45145706,Crif-0x_HRtDLv_xcQzVhA,2350,-81.91,0.14,1.9,0.97,40.6,-73.99,42.21,88.72,1.91
45100712,UWWDwXClyliuYuJ8UPvbGw,2350,60.29,-1.59,0.77,0.41,40.59,-73.98,127.53,88.82,359.46
45851963,Ew6tqK_VKR8vQyg15CzDvQ,2350,-125.87,-2.62,0.61,0.55,40.59,-73.94,351.16,89.68,358.94
46354899,3qh_HgT4RxRUcSvN2IwnJQ,2350,145.47,-3.2,0.87,0.48,40.68,-73.91,93.72,88.8,1.29
46599744,NdZyIEkJ3zVqZSWm8UvgIQ,2350,118.28,-1.41,0.82,0.34,40.59,-73.98,128.37,89.61,359.95
46481122,dwDcLbPe7VH3DiKTwCPfDg,2350,92.69,-12.89,1.79,0.66,40.68,-73.91,93.83,90.61,0.29
46496159,1Rp01jsLVz2f7e-TwZ33Rw,2350,-78.37,-0.66,2.14,1.23,40.6,-73.99,35.82,88.79,0.57
46622272,ckUZ_n5zT7Hlp4HqEZsf9Q,2350,33.11,-19.06,1.4,0.37,40.6,-73.96,261.15,90.27,0.11
46802212,r5SCjAS-LFdy_4mgZMm_-g,2350,-82.42,7.1,1.42,0.61,40.59,-73.95,351.5,89.46,0.37
47027894,WnSa5oERpSaGYYOlsbrmBg,2350,127.56,3.35,1.35,0.59,40.61,-73.98,128.92,89.08,0.09
47469778,VvIB1JIFYzPyaUiZy2j0rw,2350,-41.76,0.0,1.65,0.69,40.6,-73.99,307.1,90.35,0.76
47673777,WlsuIrevGYIqz5ozcOAtew,2350,-27.84,-13.02,1.95,1.05,40.65,-73.96,62.0,91.27,0.25
47902844,kn8mEHuLt_C79nLWEgkIvQ,2350,-64.26,3.96,1.38,0.48,40.59,-73.96,351.17,89.7,359.61
47945041,-MthdL5FkxqeDQuRX19yLA,2350,-96.76,-10.17,1.92,1.2,40.69,-73.98,117.95,92.99,2.64
48024094,47ZH-QZjWRH_-3YikHfRLQ,2350,53.59,4.13,1.28,0.41,40.61,-73.98,128.78,89.32,0.04
48038019,gdrhTQg_JEyqhMF66TQ7gg,2350,108.71,0.28,1.1,0.41,40.59,-73.98,123.38,89.62,1.73
48110899,5tOuPA3bwOlHQJSf3jHJag,2350,146.04,1.48,1.6,0.63,40.6,-73.99,128.47,89.97,1.11
49567004,QiCvcw3YnJnh6TSv1R36mA,2350,-135.62,5.19,2.48,1.3,40.68,-73.91,270.68,90.2,359.64
49780295,UFTDasCDL1wVfvFcyfsfGg,2350,112.71,4.58,2.9,1.03,40.59,-73.97,185.42,91.18,0.61
49871711,zjHZUWqCv9W7sTPqOAtczA,2350,-55.93,0.21,1.99,0.84,40.6,-73.99,307.87,89.31,1.36
49871739,zjHZUWqCv9W7sTPqOAtczA,2350,-39.22,0.31,0.68,0.34,40.6,-73.99,307.87,89.31,1.36
50151229,Grhtj57Q2P8bhgmFJa0YqQ,2350,124.56,-0.62,0.86,0.41,40.59,-73.98,122.67,89.7,0.7
50357641,arWymNJ9RY4WiG5-Kdx4OA,2350,-70.87,6.59,1.72,0.54,40.64,-73.93,265.34,89.09,0.45
50696712,_-Wpa355qKcD1ze-H4GK0w,2350,125.19,-2.48,1.05,0.41,40.61,-73.93,138.1,90.09,2.05
50862634,ktSa1fTw0CL0_WbMXWZEMg,2350,45.41,4.06,0.83,0.55,40.61,-73.93,139.07,90.99,2.65
51494466,TyoBCOvv5-z_EhlQl_0saA,2350,-116.77,2.1,1.18,0.48,40.68,-73.91,273.58,90.62,358.88
51563384,viz3fm00oXyUt-966KWPcg,2350,-116.12,-3.64,1.5,0.56,40.61,-73.98,308.64,90.57,358.13
51576573,CyPCWxnvwNw9kvCXGI-NHw,2350,100.14,-0.66,1.27,0.62,40.59,-73.94,350.89,89.77,359.72
51768851,Be57QoPeQr_eLQN7lwffjA,2350,82.66,3.75,1.8,0.48,40.61,-73.98,127.67,90.79,359.45
51844070,VsdN3tT5rZjMtAhaPzv5tw,2350,68.05,5.91,1.66,0.82,40.61,-73.93,139.17,90.62,3.13
51844097,VsdN3tT5rZjMtAhaPzv5tw,2350,95.13,6.42,1.85,0.75,40.61,-73.93,139.17,90.62,3.13
51844107,VsdN3tT5rZjMtAhaPzv5tw,2350,93.2,-4.37,1.58,0.62,40.61,-73.93,139.17,90.62,3.13
