id,panorama_id,text,ocr_yaw,ocr_pitch,ocr_width,ocr_height,lat,lng,heading,pitch,roll
44675253,u8w3JmfKQMMx3cn2uVtPlQ,1601,-83.97,3.2,0.7,0.48,40.66,-73.98,197.21,90.32,357.1
44810104,SIJalVwGtklu1t68_zIFIQ,1601,96.46,2.62,1.5,0.83,40.66,-73.98,123.23,88.72,359.11
44688587,kbpyhCnRyCZyZF5oqxNHpA,1601,-202.2,1.83,0.59,0.34,40.69,-73.93,169.33,90.12,359.94
44815492,GaGcwyodsoP1MkbEHDa0Ag,1601,101.0,3.34,1.4,0.76,40.66,-73.98,121.98,88.43,359.61
44878802,H_pHaCwin3CAkxdt6KvTyQ,1601,-123.17,0.03,1.2,0.64,40.6,-73.95,172.18,90.11,1.52
45042748,fKnsRUM_fvPsbblMBb693w,1601,-83.27,-7.04,2.04,0.61,40.68,-73.98,207.43,89.98,1.86
45039615,oABzGA5lBUNrCLDoDi6D4w,1601,100.3,-1.97,1.07,0.48,40.61,-73.98,30.45,90.16,0.62
45144140,9Voa0F6zD5urgYMeDoXSGA,1601,-92.49,2.24,1.52,0.76,40.67,-73.92,93.88,89.13,359.02
45160005,0RxM7A2U3pl4PU5AWvV1ew,1601,122.97,3.86,2.07,0.82,40.59,-73.95,261.06,89.54,0.8
45309027,XgYdSAtUs_TOIoKnLcfY-Q,1601,-160.22,1.62,0.89,0.34,40.59,-73.95,171.5,89.79,359.96
45366548,TbiIznIeBDwZl0Ncil2uuw,1601,-104.42,4.3,0.97,0.75,40.59,-73.95,100.01,89.28,359.89
45256668,B1eqfE2BqhMefG-feFcepQ,1601,-131.28,2.65,1.51,0.76,40.64,-73.96,81.95,89.95,0.3
45414355,1EpY5oBHdzZdA0QP4kJDWw,1601,71.46,-3.65,2.4,1.24,40.63,-73.94,140.9,88.78,1.43
45424456,4mKIrFtmwPfdcUOjGuIJrQ,1601,-98.02,6.22,2.16,1.34,40.64,-73.96,141.04,90.09,357.6
45553461,s4k7Ir_-9Klo3o3KagyBtA,1601,-56.63,-0.28,1.26,0.55,40.68,-73.9,126.36,87.15,2.2
45496545,cuoVtI3aS8bBr4cuocyxQQ,1601,-73.06,3.89,1.64,1.17,40.64,-73.96,171.7,88.58,0.33
45493239,IlgMeOL_Rwmhjvk45742rg,1601,-44.08,0.86,0.89,0.48,40.64,-73.96,63.63,89.91,0.39
45694923,yQN8LkyES2hPvlqk5DYQIg,1601,-41.18,0.31,1.44,0.76,40.59,-73.95,61.73,90.96,0.14
45821849,m_iOZfvElUCYYKR3zDhdVw,1601,-116.9,-9.37,0.93,0.67,40.65,-73.95,174.53,89.67,358.46
45785724,fqhB-BonbgqquotocI2CXg,1601,-120.49,3.07,0.91,0.48,40.63,-73.98,211.3,89.77,358.96
46030444,IuI9ju51TLhjI1bsCa34tw,1601,-46.52,0.97,1.02,0.55,40.61,-74.0,127.5,90.16,0.21
46126409,8dcDhK1KxO23ZlKo2To9tA,1601,124.1,4.06,2.05,1.1,40.59,-73.95,261.62,89.88,2.34
46193180,bkRxPaRIB06FxV0DCFZU6g,1601,-51.32,5.81,1.8,1.06,40.61,-74.0,128.68,89.31,359.28
46152202,cGU3DP5EiU_3emNQljH6Jg,1601,89.46,7.65,2.13,1.15,40.66,-73.98,121.26,88.36,0.74
46174086,7qAnmz-fyPp0DAUdQd8mDw,1601,-145.53,-0.97,1.45,0.83,40.61,-73.96,172.48,91.2,0.95
46324373,yt8gMTWKootyCC0CM4hoPA,1601,140.57,5.19,0.82,0.48,40.67,-73.92,275.29,91.1,0.55
46334891,G3KEkyY8IdDv3GkJfEaJaQ,1601,70.95,10.0,1.79,0.6,40.61,-73.96,262.01,89.96,1.97
