id,panorama_id,text,ocr_yaw,ocr_pitch,ocr_width,ocr_height,lat,lng,heading,pitch,roll
44682287,gcR2sd2hBJJ_K3jerXGExQ,2484,66.33,9.74,1.85,1.16,40.59,-73.97,186.44,91.1,1.45
44682313,gcR2sd2hBJJ_K3jerXGExQ,2484,70.26,-1.55,1.1,0.48,40.59,-73.97,186.44,91.1,1.45
44682339,gcR2sd2hBJJ_K3jerXGExQ,2484,93.2,-2.31,0.76,0.34,40.59,-73.97,186.44,91.1,1.45
45015804,RwkPUTTXZ3DFq4e_9utDkQ,2484,16.88,-0.34,0.88,0.41,40.64,-73.95,264.91,91.67,0.51
45442859,-hzgtcaocF3F4XTvhSB2gg,2484,110.98,3.38,1.26,0.55,40.67,-73.87,56.33,89.32,1.88
45608962,siNnlJXUY01SETs6qE2g9w,2484,43.09,2.17,2.42,1.31,40.64,-73.95,175.13,90.56,0.18
45617095,TAMowQ-EZuVttyV6fkfDBQ,2484,28.38,1.59,1.3,0.83,40.64,-73.95,174.92,89.8,359.31
46537168,OW5Cs-HxILt2pDeA11v_0w,2484,-61.62,5.19,1.43,0.62,40.59,-73.97,5.39,90.67,359.96
47010832,MOfg2RtYnOYGmZhKN8aGHw,2484,118.14,4.99,4.1,1.59,40.64,-73.95,177.63,91.13,0.65
47186828,T_6n61pqYMLbIqs7QKEiKg,2484,83.87,-4.76,2.05,1.18,40.59,-73.93,262.17,89.89,2.0
47232958,tuD7Z5hA4Tcxc3F89hY7zQ,2484,119.74,4.8,2.13,0.77,40.59,-73.97,170.45,89.32,358.68
47793754,FE8R_vfpq7SQ4a5Wz7rrww,2484,53.3,7.02,2.25,0.99,40.59,-73.97,171.72,88.83,0.6
48372300,YZvd6AxdoznD3l1RY0mXEQ,2484,146.07,3.58,1.87,1.15,40.64,-73.95,176.08,90.86,0.99
48710521,FLPFi9bta3XmNWoLtdFlYw,2484,69.19,3.72,1.31,0.96,40.64,-73.95,264.53,88.92,1.38
49422482,ap7065SvA2vpetz0XGxXTA,2484,71.29,10.04,1.79,0.8,40.59,-73.97,186.09,88.73,0.96
49422484,ap7065SvA2vpetz0XGxXTA,2484,74.64,-1.17,1.09,0.41,40.59,-73.97,186.09,88.73,0.96
49553481,ib-agd7NgsNriJTVBIJb7A,2484,89.23,6.39,1.19,0.41,40.59,-73.97,186.75,89.25,1.79
50146216,FUMNkZ1jHXpqSckrEKYzTg,2484,81.2,-0.8,1.08,0.56,40.6,-73.93,143.25,88.4,358.49
50495997,oqVrgz81FY5SjjcWxDE_bg,2484,57.98,3.27,1.51,0.89,40.64,-73.95,264.52,89.64,1.26
51766149,TU4mdM0kZF3h9RkRslHWOQ,2484,96.08,2.29,1.34,0.45,40.6,-73.93,142.09,87.89,1.88
52084155,hoB3UGmwwmAR0NgF34NNDg,2484,49.55,3.58,1.62,0.69,40.59,-73.97,172.47,89.51,359.97
52149277,EA0kv46Zv_Zrl18-qNtuKQ,2484,60.29,2.76,1.16,0.55,40.61,-73.92,140.48,89.54,2.41
52228890,EgVFr4Uiz9oxew-Lx_cojA,2484,104.48,2.21,1.1,0.55,40.61,-73.92,135.54,90.58,0.62
52419174,jwYcrI5Cu1BtB1hKJY2-2g,2484,-107.13,-0.55,1.23,0.41,40.67,-73.9,348.98,89.75,0.52
52423553,yaIDEkd9Hx7tDi1cq-ag2g,2484,-125.2,0.9,1.41,0.83,40.64,-73.95,86.42,89.1,0.29
52967536,0vLRYB7I9DrUvz1-ATaWog,2484,-108.99,5.19,1.37,0.62,40.59,-73.97,5.64,90.94,0.46
53098795,Ln9S23d1xNZcORPWK-ArZA,2484,129.09,-2.17,0.82,0.34,40.59,-73.97,172.3,91.6,359.95
53208921,6YLxBWtEx5k1Ha8hwaoMUg,2484,-131.52,0.76,1.44,0.69,40.64,-73.95,85.14,89.55,0.73
54345003,WZuLyaheJcVRpRoV-8oCVg,2484,111.7,10.47,1.49,0.87,40.59,-73.97,185.81,90.87,0.91
54345030,WZuLyaheJcVRpRoV-8oCVg,2484,113.91,-0.97,1.03,0.41,40.59,-73.97,185.81,90.87,0.91
54965568,UhQd8NH2rEQaUboGlSwdNA,2484,93.14,5.16,2.27,0.82,40.67,-73.87,56.05,90.71,1.02
55090776,XgIQJhUlpDIDHl_c4i-c5Q,2484,-78.83,8.96,1.6,0.57,40.59,-73.93,346.81,90.02,0.36
55355186,As0ky7nzIWs0lIBDztjJdg,2484,130.35,3.45,1.44,0.69,40.67,-73.87,57.0,88.99,1.0
55479784,ttD0FQZIX45JCPFvej78gA,2484,-78.07,-0.69,0.86,0.41,40.67,-73.88,258.96,90.37,1.8
55483180,oMVmyz26Ice5rkxlCmd8mw,2484,124.46,-0.38,0.87,0.34,40.59,-73.97,171.21,92.93,359.77
56377990,3Ltf5Wa4p2FtR2J2rOyIMQ,2484,19.43,0.14,1.23,0.55,40.64,-73.95,268.15,91.51,0.87
