id,panorama_id,text,ocr_yaw,ocr_pitch,ocr_width,ocr_height,lat,lng,heading,pitch,roll
60585691,6Y1lrydJziuOTnhTfYvgMA,0353,-8.34,-0.52,0.84,0.34,40.73,-73.88,63.47,88.42,1.85
68138306,q1uyy2ys2XvgLvL9ONQpbQ,0353,1.59,-1.76,0.83,0.34,40.77,-73.92,42.53,90.62,359.46
72167901,qJyEH1EJ3wL11xrWgwhrdg,0353,-158.9,-2.03,1.02,0.62,40.74,-73.83,99.75,89.56,358.6
78424596,1q4Z__CxWlGZWKsNbFXjKg,0353,49.27,18.79,0.96,0.56,40.74,-73.95,294.11,92.7,358.08
78424696,1q4Z__CxWlGZWKsNbFXjKg,0353,49.27,19.62,0.93,0.49,40.74,-73.95,294.11,92.7,358.08
83310179,lkizYoQkwTcGxc6tAc1ojg,0353,-42.67,4.37,0.97,0.48,40.68,-73.84,158.94,90.78,0.05
85952191,ChKzKB3EdezdLjN1T45UBQ,0353,4.54,-9.54,2.88,1.27,40.77,-73.92,130.61,88.58,0.91
89963763,rerJbrB42429yaeUKn6w3A,0353,-26.24,-0.52,1.24,0.62,40.73,-73.88,62.96,88.19,1.7
89963766,rerJbrB42429yaeUKn6w3A,0353,-16.01,-0.48,1.43,0.69,40.73,-73.88,62.96,88.19,1.7
91102311,fgG5-rKWg7BgHfGPvVpo6Q,0353,128.4,-14.45,1.6,0.91,40.73,-73.9,96.74,91.33,358.46
91102334,fgG5-rKWg7BgHfGPvVpo6Q,0353,142.19,-13.46,2.05,1.43,40.73,-73.9,96.74,91.33,358.46
92314545,iSMA7isS8BR-KWaTjNgnuw,0353,32.1,6.83,1.01,0.48,40.77,-73.9,29.72,88.03,1.42
101948017,L6VBarghlTL8MDyIRZMB1g,0353,-134.59,-9.84,0.83,0.54,40.84,-73.84,139.48,90.0,0.33
106063311,0t0Io3A-JtdUGv3tMM1D0g,0353,-1.82,-15.99,2.39,1.16,40.85,-73.93,208.46,91.1,357.38
106225992,exkBiwyrRkzRBSh9kPztBQ,0353,-89.23,-11.48,1.26,0.68,40.82,-73.88,169.95,89.03,0.42
1105087,KtVbTdWvimEN9SPktFAlEA,0353,91.83,-18.48,1.86,0.56,40.75,-73.99,297.88,88.33,359.18
5667559,_F-rRE-oDKQnyuYv5KOXoQ,0353,-88.54,-18.26,2.7,1.0,40.78,-73.96,208.62,90.32,0.4
5730933,-il89oSNPq-zVi134FkGIg,0353,-21.94,-9.8,1.13,0.6,40.87,-73.91,228.15,91.17,0.21
14536339,e4k1Cap8C5dg2VkW_U27gg,0353,54.84,7.24,1.34,0.88,40.72,-73.99,17.27,88.68,359.42
14801486,H6iDnnnhBSq5MPxz9hi1bg,0353,-1.4,-15.32,2.1,0.83,40.8,-73.96,197.17,84.67,0.89
19651492,71qFaX9SV_VnQ3XtCwM3Vw,0353,-63.64,-3.69,1.92,1.17,40.82,-73.94,28.37,89.79,0.72
20345774,iwhnaIlbTSFNJoTBfYYGFw,0353,61.01,-2.72,2.39,1.18,40.83,-73.94,207.98,90.27,0.94
29837965,l0CK_UcvbB-P4Koxv523aA,0353,90.65,-8.36,1.31,0.68,40.64,-73.91,322.52,89.97,0.14
