id,panorama_id,text,ocr_yaw,ocr_pitch,ocr_width,ocr_height,lat,lng,heading,pitch,roll
45139476,b4gQ7Y_LeUBjUSXuU4qn5w,0188,-161.93,-13.86,3.89,1.95,40.65,-73.97,202.5,89.87,0.37
46840661,SviRdaqOzXrIEkwMu6poZA,0188,-178.59,-5.84,1.6,0.57,40.65,-73.97,153.79,89.51,359.44
47432520,jjQjRW7T5Uqv9smY0x-GnQ,0188,61.25,4.51,0.89,0.34,40.67,-73.87,61.38,89.83,0.31
49182799,hPGC7a8YUvWZXPzT_1dCbQ,0188,72.08,3.41,0.89,0.34,40.66,-73.91,171.26,89.58,0.44
49256269,1dsTSnXJ_sMP8ImV0tG42w,0188,162.45,2.17,1.64,1.03,40.62,-73.93,139.85,89.13,3.01
49471634,Rbwj6pJPHkFOtyKUXJdv2w,0188,-178.9,-10.71,3.03,0.93,40.65,-73.97,236.93,89.84,0.46
57294505,SWXkVcRaEh03L_RJthR_IA,0188,-179.76,-3.69,1.17,0.34,40.65,-73.97,152.97,89.84,359.56
58403100,I9MZl4mbsxKLGi7w8_I1jQ,0188,151.66,6.66,2.05,0.54,40.67,-73.87,60.27,89.38,1.41
59339428,lpRwVD-RcGNbjLQhJBkbgw,0188,-169.83,-6.9,2.0,0.88,40.65,-73.97,156.0,90.04,358.91
59339448,lpRwVD-RcGNbjLQhJBkbgw,0188,-150.67,-3.31,0.75,0.55,40.65,-73.97,156.0,90.04,358.91
60281623,XoY78OL1bUOUxF1UEjKk3A,0188,129.6,-0.0,1.07,0.55,40.61,-73.97,171.54,89.98,1.6
64046484,SIQ32iOmP6WFxF6FuwBByw,0188,144.9,5.57,2.54,1.5,40.71,-73.77,223.58,89.51,0.35
65057628,03WHt9Bo5Rl3zxHmc40CDQ,0188,102.36,-4.37,1.32,0.48,40.71,-73.78,165.74,85.86,357.26
65609936,zJwPm7TWMdVlIVgD9hyLow,0188,92.38,-0.9,1.86,0.69,40.77,-73.83,186.55,87.55,2.52
70295950,JCAV0v8UCDx3DmKIOyRFtA,0188,34.43,5.3,1.52,0.68,40.76,-73.83,159.67,93.46,1.35
70843389,E4A1lJkxAkYg0RWfqXu56w,0188,135.83,5.37,3.86,1.5,40.77,-73.83,184.05,89.99,1.42
72486588,Dk2SuyJfTy05AydLBGf3xA,0188,-69.17,-0.28,1.21,0.55,40.77,-73.82,1.08,87.35,0.05
74837931,oBm9tGEN0L2UpfyQdlJPEg,0188,-53.69,-21.28,5.93,2.34,40.77,-73.84,164.33,90.42,1.01
82958358,_qoXb6SIvBlPAFsjaVcVow,0188,171.59,-0.17,0.84,0.34,40.74,-73.87,52.56,90.51,359.83
85920919,LPAdA9zts5P7QvRw3DYfEA,0188,113.63,-8.66,0.96,0.34,40.71,-73.81,339.72,90.05,358.95
88244737,clSOVBbq33Lm4waBPfbvbw,0188,-28.31,0.0,2.16,1.26,40.77,-73.83,359.77,92.67,0.6
95570221,iu5s6aZx9sM5WfHZ-ZaShA,0188,-104.44,6.69,6.2,3.12,40.83,-73.92,291.24,91.62,1.64
104701384,i8nfYQOS9k7_mcq3jsU2vg,0188,104.16,2.86,1.49,0.62,40.81,-73.87,351.42,90.44,1.77
2110583,qJ9-i6oYPYsz3lHPjshKVw,0188,-122.34,4.85,0.4,1.58,40.72,-73.99,291.87,89.35,1.77
4095995,gdcQVyupbFR1LCPDW83Byw,0188,-144.35,3.55,0.39,1.17,40.72,-73.99,320.1,88.46,0.3
5004060,wrFLwZvuwKV8jP2_L2P6JQ,0188,-189.7,21.79,0.67,1.43,40.72,-73.99,111.84,89.39,0.51
6140929,ebKxyiTvxwGbXFPpNr-pLA,0188,-155.12,18.66,0.67,3.06,40.72,-73.99,201.17,88.87,358.49
7623122,8_kJg9rFRlr03LNuVqAufg,0188,141.82,17.51,1.78,1.28,40.72,-73.99,300.78,89.93,358.8
8861062,c9qaZh8yh8Tay9VGl9Bnuw,0188,-24.95,20.86,1.01,3.39,40.72,-73.99,199.78,90.49,358.99
9528242,00PWJvLsHVilUtS-0ujPSA,0188,176.19,7.95,0.37,0.95,40.72,-73.98,112.21,89.15,0.11
12041397,89TTsC9A0lNG65Wnnw-Ing,0188,170.88,20.07,1.89,1.16,40.72,-73.99,112.09,89.46,0.9
12497891,5PwFT8a3QBva4l1GCILNww,0188,147.88,13.57,0.55,1.79,40.72,-73.99,110.99,89.0,0.37
13949446,6emql5ha0o9UxynIBrHQDw,0188,114.81,20.26,1.58,4.55,40.72,-73.99,111.71,89.4,1.37
13986396,0lpYI0ic-7LUo0Rcl21mWw,0188,69.78,20.26,1.65,4.55,40.72,-73.99,113.17,89.47,1.23
15345982,EE1Zb6KSdHAyf2J7L9mU6A,0188,-21.19,21.64,0.69,1.73,40.72,-73.99,291.29,90.62,1.92
15442948,-CieaPrqikTV4hjMeaCSaQ,0188,33.47,8.63,1.46,1.35,40.72,-73.99,113.36,90.39,0.44
