id,panorama_id,text,ocr_yaw,ocr_pitch,ocr_width,ocr_height,lat,lng,heading,pitch,roll
49406853,H5pf88neoJcl35UjEfU_Hg,0436,166.6,-0.93,1.21,0.48,40.71,-73.93,166.64,90.58,1.52
60707562,4dMKh94znkH4YPMRTHIz1w,0436,135.86,7.24,1.73,1.15,40.65,-73.93,173.72,89.68,1.04
63738150,Jyt5vUJk0uDEXVARWCZqAQ,0436,85.29,1.52,1.06,0.41,40.69,-73.82,68.56,89.7,0.14
65480482,_GqTx_8_qAL6ZysD89Sw_A,0436,164.57,-3.24,1.9,1.24,40.61,-74.0,290.55,88.94,0.9
79866072,2h-W-6-nSzlKXVF6WPBvgA,0436,-170.77,-7.95,1.08,0.41,40.73,-73.94,323.71,89.62,0.81
105476688,_SqShNXxtGeqjTFsAZWknA,0436,-87.52,3.26,2.14,0.85,40.86,-73.91,213.7,86.91,0.21
25502613,PjXaOU9HRLRdAlnJouwRJQ,0436,44.38,-3.48,1.01,0.34,40.65,-73.93,355.79,89.96,0.76
31932892,PYI9RF8MrnxbqC3UGv8Elw,0436,-89.14,-7.88,1.49,0.68,40.65,-73.93,356.8,89.62,359.77
33680736,lmua7IrM5pw7JSMF8Xgutw,0436,90.14,-20.86,2.21,0.9,40.68,-73.99,303.78,91.28,358.38
39631348,tH8AONMwGXWbne-PCSlCZw,0436,91.59,-17.26,11.13,5.91,40.64,-73.98,173.16,89.65,0.48
