id,panorama_id,text,ocr_yaw,ocr_pitch,ocr_width,ocr_height,lat,lng,heading,pitch,roll
44676401,32JWi3oBawaEGYg_1Usl1g,1155,82.43,7.48,1.75,0.83,40.68,-73.96,287.72,90.04,1.21
44747576,8Jwtsd4CTIDY0IR5hy7V-Q,1155,-87.55,5.5,1.45,0.55,40.68,-73.96,104.8,89.82,1.29
44841721,NN--BJRslmnXTNPU9QyMsw,1155,-89.14,-0.1,1.25,0.62,40.64,-73.96,141.03,89.46,1.78
44859198,nDS6rdhPlYxCfxy3yXjjOQ,1155,102.16,5.84,1.71,0.55,40.63,-74.01,307.93,89.31,359.74
44964881,uAw35N3vCAFa7w7Qcc_Zkg,1155,52.58,-4.44,1.56,0.75,40.68,-73.96,284.12,88.67,358.62
44968530,UtUMEadXQWZ7MyrlpBx4LQ,1155,37.63,6.18,0.84,0.55,40.68,-73.96,285.93,89.5,0.73
45397019,SEUDoxVSqKNXcIlaYqGr5Q,1155,145.67,3.96,1.67,1.3,40.69,-73.93,219.71,89.96,0.06
45622656,xRxdg4uTqKjVXGJJkMyIgA,1155,-102.96,0.79,1.27,0.62,40.64,-73.96,138.39,89.71,0.92
46073487,wEa4UAWJm-MibbJw8nLpmg,1155,-71.9,8.83,1.56,0.56,40.67,-73.94,94.56,89.38,358.82
46131298,oGAEGTryXAYVMS7FL1_CVA,1155,83.4,-0.24,1.98,1.03,40.62,-73.97,351.69,90.36,358.61
46167002,yffz-XWS0dLb13i36CgjWw,1155,42.03,4.68,1.78,1.1,40.74,-73.96,235.82,88.88,359.71
46223844,6UAgmT_UTYWdAopmZ-UGfw,1155,105.83,4.61,5.04,2.33,40.69,-73.93,215.85,89.36,360.0
46454155,mLIx-S9_UdhQ_l1OvzvEKg,1155,95.57,5.33,4.68,2.06,40.69,-73.93,219.56,89.83,358.77
46669979,-YYmFeLhAnSXwaw6jGGThQ,1155,51.1,7.2,2.38,1.33,40.7,-73.96,230.87,89.55,0.28
46651343,-UAbl7YoW_-0HveCsIWL0A,1155,79.17,4.92,2.34,1.21,40.64,-73.96,321.7,89.58,1.96
46903442,4QKxzseieXZUCi-VadIelg,1155,77.17,1.24,1.94,0.69,40.64,-73.99,309.36,89.83,359.6
46980070,JeLvehM85TBW8a4ecOy6mA,1155,84.76,4.68,1.26,0.55,40.68,-73.95,350.67,89.62,359.8
47167991,PQf4lvY_Sd4q-s3S_BvUBA,1155,-85.32,-1.38,0.96,0.41,40.62,-73.94,170.57,89.28,0.85
47183673,QI-T9WJSQ8EFeh1wRayBxw,1155,-102.86,-4.75,2.01,0.82,40.68,-73.96,104.97,90.98,359.97
47183695,QI-T9WJSQ8EFeh1wRayBxw,1155,-91.22,-5.54,2.34,1.03,40.68,-73.96,104.97,90.98,359.97
47366998,qjVL4A5FVP0FLalH6AD_nA,1155,86.84,11.8,2.04,1.02,40.68,-73.96,286.69,89.82,3.47
47593453,nMt8pmSVXxtnYw9XV60xGQ,1155,-148.44,3.34,0.47,0.34,40.68,-73.96,104.25,89.53,359.9
47593593,nMt8pmSVXxtnYw9XV60xGQ,1155,-93.16,-3.69,2.28,0.91,40.68,-73.96,104.25,89.53,359.9
47593690,nMt8pmSVXxtnYw9XV60xGQ,1155,-80.06,-3.51,2.5,1.03,40.68,-73.96,104.25,89.53,359.9
47707990,M4yzH9jdQAF5YdXrmvOpuQ,1155,75.18,-8.49,1.36,0.81,40.73,-73.95,264.13,88.98,0.91
