id,panorama_id,text,ocr_yaw,ocr_pitch,ocr_width,ocr_height,lat,lng,heading,pitch,roll
44771678,AuKSNBg7Xkft7qYdTSA29Q,1124,-83.75,6.25,1.14,0.82,40.68,-73.94,4.36,88.94,359.33
45007642,7sCeJM-NkNPH5myRfGT32A,1124,-57.63,0.93,1.0,0.34,40.68,-73.96,280.97,89.61,2.2
44930479,E0OJPBy4B42sFdCtY16K4A,1124,-93.62,-2.59,1.24,0.62,40.68,-73.96,283.19,90.96,3.21
45050523,tFF7ddHMeKKjaELh7V9yYA,1124,52.88,-0.52,0.81,0.34,40.66,-73.87,150.73,89.53,0.4
45158205,d41a5L7_wqcGiPWu8EZm3Q,1124,112.84,1.72,1.38,0.55,40.71,-73.96,96.69,89.54,0.13
45221983,AibARAc_SrOnLwkh_WmSBg,1124,-137.97,1.72,0.92,0.55,40.68,-73.87,257.71,89.34,0.06
45341853,xL49R_RCzaAquecKO7l1CQ,1124,33.93,-4.24,0.73,0.48,40.68,-73.95,105.96,90.0,0.81
45396660,ERWUCqHGhZrR0_CHk-rewQ,1124,-48.01,0.1,0.86,0.34,40.64,-73.96,349.64,90.83,1.71
45488757,s0_6krMtFKXbIa2Z__84gA,1124,29.64,1.59,2.45,1.12,40.69,-73.95,266.03,89.98,0.7
45487589,nr-FMaGf8vpt_AlMuAuzWA,1124,102.2,3.41,1.25,0.62,40.62,-73.96,80.72,90.03,2.69
45514680,7VvsNYIKasM9QO4LEjYT8w,1124,88.34,-2.24,1.81,0.8,40.64,-73.96,170.32,88.84,0.72
45680197,FzEsd8rQqj4rEhvQDO5YaA,1124,66.22,8.69,1.38,0.81,40.7,-73.95,139.17,88.91,1.34
45532222,XZ3SIStXx1QMVMzIEPWRMg,1124,-137.31,2.83,0.9,0.55,40.58,-73.99,170.42,90.05,1.4
45652740,OC7PHsMOY86fLT9qk9JIFg,1124,-27.05,-0.24,1.0,0.48,40.69,-73.95,351.45,90.24,0.22
45797211,tag8wOVvbrBXZsSx8w9n6Q,1124,70.81,4.1,1.38,0.48,40.62,-73.97,173.31,89.09,359.81
46216298,SuQQ0G7cag55gpOxt74k7w,1124,-15.99,1.14,0.77,0.34,40.69,-73.95,350.23,89.58,359.74
46228824,z8wGkEBMJPBPjIOMhUPDCQ,1124,-193.74,-7.65,1.3,1.15,40.69,-73.97,118.64,91.14,1.79
46247699,opdtksyiIJvzy2vIfPl2nQ,1124,-100.07,1.52,1.27,0.83,40.63,-73.93,174.77,88.79,359.34
46368067,Rzezcr2wKhaQNpwPJ5hcvA,1124,73.72,11.8,1.98,1.39,40.69,-73.92,35.43,89.04,359.63
46447543,hETuMFHOqBqGBC25F6VGrg,1124,66.74,-5.28,1.49,1.13,40.74,-73.96,82.28,88.94,359.48
46471747,GR2eSVT4ZsdCmqLqN-46wQ,1124,-70.08,-12.85,1.46,0.98,40.61,-73.95,41.2,89.07,2.98
46733820,dw_XaL2O2WC2657c2V6R3A,1124,-116.49,3.34,1.61,0.62,40.71,-73.94,262.24,89.52,0.45
46875871,ecTeLE6F8p3kxy7K5iwe0Q,1124,-166.82,4.72,0.72,0.34,40.67,-74.0,42.33,93.23,358.4
47093632,8P4vwtuPw4LREiDN5c4xwQ,1124,-109.4,3.58,1.8,0.86,40.68,-73.87,259.84,89.23,359.58
47359076,xAUztYSMQG7H1yrOwdhs-w,1124,72.52,5.4,1.51,0.89,40.62,-73.97,168.39,89.88,1.47
47377050,cjtaQ-e5B7K0RkdL9Y27sA,1124,-131.04,3.07,1.03,0.89,40.68,-73.96,280.86,89.97,358.36
47534943,kr0cKaIaNHgL_Azzy1dtQA,1124,-139.49,2.52,1.5,1.03,40.63,-73.99,308.06,89.63,359.84
47706051,XSEXdxyibkHa9AKL7G7Pug,1124,-77.54,2.0,1.39,0.57,40.68,-73.87,260.68,90.22,359.92
47877388,V4AFlIU0aJqBMyZuc-298g,1124,-48.81,0.1,0.74,0.48,40.68,-73.96,286.08,90.37,2.15
47854691,CTn2MnelPOWgG8uA-ZPbDg,1124,96.22,8.76,1.02,0.54,40.68,-73.95,81.96,89.89,359.14
47928812,97adKpoABWM9TEsFXG9zCA,1124,-137.67,-12.49,1.16,0.79,40.68,-73.92,182.05,90.84,3.09
48089532,xk3l_-kwgb4hvqP7MHUeMA,1124,-19.88,-0.45,0.83,0.48,40.69,-73.95,350.76,90.17,0.76
47994160,MF7IjgbyVzNaMxks18Ty0A,1124,-94.99,3.31,1.25,0.55,40.69,-73.92,306.78,90.2,2.22
48220000,34me-k7_C2iQFoDjoXNtZA,1124,-156.46,0.17,0.9,0.62,40.62,-74.02,32.69,89.38,0.81
48484102,_18-gkgLVzyHXawBRULYLA,1124,101.17,9.07,3.21,1.39,40.69,-73.92,38.11,89.33,359.88
48488392,b9BMWQiSoZY8pGa6KXpYmg,1124,-101.63,-1.53,1.31,0.55,40.63,-73.94,264.69,89.84,0.85
48659777,ZW2ba5HgULVSBVh-F6LQNg,1124,-106.18,1.17,1.36,0.55,40.69,-73.92,305.51,90.02,2.9
48719406,r4Im00JLROVu488sEGmjIQ,1124,-61.18,1.86,1.52,0.73,40.68,-73.87,258.87,89.53,0.8
48719413,r4Im00JLROVu488sEGmjIQ,1124,-61.15,0.48,1.21,0.55,40.68,-73.87,258.87,89.53,0.8
49012254,6kINd7v8piRVAKgyP5kytg,1124,-112.71,3.27,1.93,1.44,40.64,-73.99,308.11,90.06,0.36
49188825,Cw8vjpX7k79O_VYw0E-h-Q,1124,-126.07,-11.57,1.63,1.19,40.64,-74.0,129.94,88.82,358.64
49234290,DcrIhB1xoEXNipmMl3SCYA,1124,117.8,4.44,1.37,0.75,40.62,-73.97,168.13,89.43,1.13
49239109,Qdx2OzzqME_LoLCIrBDrlA,1124,151.88,2.72,0.76,0.48,40.64,-73.96,170.72,89.85,1.32
49265588,tfVYrj0xCibhRMZUZI_jMQ,1124,-80.03,5.06,0.99,0.48,40.62,-73.96,351.74,91.4,2.0
49408175,uxL2q3ZyIEeLVvyaa7PL9w,1124,-71.34,4.3,2.04,1.44,40.64,-73.99,,,
49727664,m6TjNDSaGD64G8QAWSHXDA,1124,-83.68,-3.82,1.15,0.48,40.64,-73.91,317.95,90.25,1.6
49617999,vlUOAAvYL0IhsOYIZGatlA,1124,84.43,10.42,2.91,1.76,40.69,-73.92,38.28,88.66,0.29
49840365,VrbMTzjFn0wyfbyMjVq2pw,1124,129.57,8.39,2.91,0.92,40.69,-73.92,42.18,89.27,0.58
50012411,DO8eWHNJ7qJ2g9NlFgM9QA,1124,83.03,2.62,1.43,0.55,40.64,-73.9,139.31,90.09,2.5
