id,panorama_id,text,ocr_yaw,ocr_pitch,ocr_width,ocr_height,lat,lng,heading,pitch,roll
58693968,7K1onlN5IFSbZxP9XolQfg,0526,62.79,-0.93,1.69,0.76,40.63,-73.97,171.39,88.75,0.63
64423529,BxzLxeq-3yIzXhfCBaBNUw,0526,-77.44,2.41,1.14,0.55,40.73,-73.76,340.15,90.64,0.19
100749547,MLSzJ05UdRtea8d8W3lnCQ,0526,-102.8,6.12,1.47,0.68,40.86,-73.84,271.9,89.89,359.94
104481780,e_ZoxRXDdgJh_SS3NkoQcg,0526,68.47,-2.69,1.38,0.55,40.84,-73.86,352.72,91.42,0.84
107659882,2TflUeHJWw-ot79cYJbHBQ,0526,-69.17,5.6,1.21,0.61,40.86,-73.84,270.39,90.05,0.8
111356964,bGbdaNLVOZrTsTl_LQ5UFg,0526,58.81,-21.91,2.29,1.07,40.62,-74.1,216.27,85.92,358.91
10301150,duWbhUUMGN6rXG7WwxGt8w,0526,-39.4,5.06,1.71,0.89,40.77,-73.96,29.63,90.48,1.1
13381613,FvejRuGWPM4mcCufO9AHhA,0526,-110.53,-5.47,1.45,0.62,40.77,-73.96,118.98,90.47,358.43
14762337,NR4Toasn2ZtM-GL2xWFnAw,0526,-28.85,3.82,1.47,0.77,40.77,-73.96,29.52,90.75,1.32
21130699,XRSirhI12kt5lTnOroAICA,0526,-118.21,7.44,3.17,1.53,40.77,-73.96,29.46,90.74,2.33
38938235,SRSPlbc6mfBWox-pS2pfcQ,0526,64.12,-2.07,1.52,0.56,40.63,-73.97,171.76,89.5,0.39
40332738,vhSSq0tCG0Bs8rK9Kot0eA,0526,82.76,-5.78,1.73,0.82,40.59,-73.97,191.38,90.22,1.48
